"county","log_radon","floor","log_uranium"
"AITKIN",0.832909122935104,1,-0.6890475953545
"AITKIN",0.832909122935104,0,-0.6890475953545
"AITKIN",1.09861228866811,0,-0.6890475953545
"AITKIN",0.0953101798043249,0,-0.6890475953545
"ANOKA",1.16315080980568,0,-0.847312860499705
"ANOKA",0.955511445027436,0,-0.847312860499705
"ANOKA",0.470003629245736,0,-0.847312860499705
"ANOKA",0.0953101798043249,0,-0.847312860499705
"ANOKA",-0.22314355131421,0,-0.847312860499705
"ANOKA",0.262364264467491,0,-0.847312860499705
"ANOKA",0.262364264467491,0,-0.847312860499705
"ANOKA",0.336472236621213,0,-0.847312860499705
"ANOKA",0.405465108108164,0,-0.847312860499705
"ANOKA",-0.693147180559945,0,-0.847312860499705
"ANOKA",0.182321556793955,0,-0.847312860499705
"ANOKA",1.52605630349505,0,-0.847312860499705
"ANOKA",0.336472236621213,0,-0.847312860499705
"ANOKA",0.78845736036427,0,-0.847312860499705
"ANOKA",1.79175946922805,0,-0.847312860499705
"ANOKA",1.22377543162212,0,-0.847312860499705
"ANOKA",0.641853886172395,0,-0.847312860499705
"ANOKA",1.70474809223843,0,-0.847312860499705
"ANOKA",1.85629799036563,0,-0.847312860499705
"ANOKA",0.693147180559945,0,-0.847312860499705
"ANOKA",1.90210752639692,0,-0.847312860499705
"ANOKA",1.16315080980568,0,-0.847312860499705
"ANOKA",1.93152141160321,0,-0.847312860499705
"ANOKA",1.96009478404727,0,-0.847312860499705
"ANOKA",2.05412373369555,0,-0.847312860499705
"ANOKA",1.66770682055808,0,-0.847312860499705
"ANOKA",1.52605630349505,0,-0.847312860499705
"ANOKA",1.50407739677627,0,-0.847312860499705
"ANOKA",1.06471073699243,0,-0.847312860499705
"ANOKA",2.10413415427021,0,-0.847312860499705
"ANOKA",0.53062825106217,0,-0.847312860499705
"ANOKA",1.45861502269952,0,-0.847312860499705
"ANOKA",1.70474809223843,0,-0.847312860499705
"ANOKA",1.41098697371026,0,-0.847312860499705
"ANOKA",0.8754687373539,0,-0.847312860499705
"ANOKA",1.09861228866811,0,-0.847312860499705
"ANOKA",0.405465108108164,0,-0.847312860499705
"ANOKA",1.22377543162212,0,-0.847312860499705
"ANOKA",1.09861228866811,0,-0.847312860499705
"ANOKA",0.641853886172395,1,-0.847312860499705
"ANOKA",-1.20397280432594,1,-0.847312860499705
"ANOKA",0.916290731874155,0,-0.847312860499705
"ANOKA",0.182321556793955,1,-0.847312860499705
"ANOKA",0.832909122935104,0,-0.847312860499705
"ANOKA",-0.356674943938732,0,-0.847312860499705
"ANOKA",0.587786664902119,0,-0.847312860499705
"ANOKA",1.09861228866811,0,-0.847312860499705
"ANOKA",0.832909122935104,0,-0.847312860499705
"ANOKA",0.587786664902119,0,-0.847312860499705
"ANOKA",0.405465108108164,0,-0.847312860499705
"ANOKA",0.693147180559945,0,-0.847312860499705
"ANOKA",0.641853886172395,0,-0.847312860499705
"BECKER",0.262364264467491,1,-0.11345877376814
"BECKER",1.48160454092422,0,-0.11345877376814
"BECKER",1.52605630349505,1,-0.11345877376814
"BELTRAMI",1.85629799036563,0,-0.593352525607471
"BELTRAMI",1.54756250871601,0,-0.593352525607471
"BELTRAMI",1.75785791755237,0,-0.593352525607471
"BELTRAMI",0.832909122935104,1,-0.593352525607471
"BELTRAMI",-0.693147180559945,1,-0.593352525607471
"BELTRAMI",1.54756250871601,1,-0.593352525607471
"BELTRAMI",1.50407739677627,1,-0.593352525607471
"BENTON",1.90210752639692,0,-0.142890481153028
"BENTON",1.02961941718116,0,-0.142890481153028
"BENTON",1.09861228866811,1,-0.142890481153028
"BENTON",1.09861228866811,0,-0.142890481153028
"BIGSTONE",1.98787434815435,0,0.387056708424809
"BIGSTONE",1.62924053973028,0,0.387056708424809
"BIGSTONE",0.993251773010283,0,0.387056708424809
"BLUEEARTH",1.62924053973028,0,0.271613664272716
"BLUEEARTH",2.57261223020711,0,0.271613664272716
"BLUEEARTH",1.98787434815435,0,0.271613664272716
"BLUEEARTH",1.93152141160321,0,0.271613664272716
"BLUEEARTH",2.55722731136763,0,0.271613664272716
"BLUEEARTH",1.77495235091167,1,0.271613664272716
"BLUEEARTH",2.26176309847379,0,0.271613664272716
"BLUEEARTH",1.80828877117927,0,0.271613664272716
"BLUEEARTH",1.3609765531356,0,0.271613664272716
"BLUEEARTH",2.66722820658195,1,0.271613664272716
"BLUEEARTH",0.641853886172395,0,0.271613664272716
"BLUEEARTH",1.94591014905531,0,0.271613664272716
"BLUEEARTH",1.56861591791385,0,0.271613664272716
"BLUEEARTH",2.26176309847379,0,0.271613664272716
"BROWN",0.955511445027436,1,0.277578704889093
"BROWN",1.91692261218206,0,0.277578704889093
"BROWN",1.41098697371026,1,0.277578704889093
"BROWN",2.32238772029023,0,0.277578704889093
"CARLTON",0.832909122935104,0,-0.332315487884133
"CARLTON",0.641853886172395,0,-0.332315487884133
"CARLTON",1.25276296849537,0,-0.332315487884133
"CARLTON",1.7404661748405,1,-0.332315487884133
"CARLTON",1.48160454092422,0,-0.332315487884133
"CARLTON",1.38629436111989,0,-0.332315487884133
"CARLTON",0.336472236621213,0,-0.332315487884133
"CARLTON",1.45861502269952,0,-0.332315487884133
"CARLTON",-0.105360515657826,0,-0.332315487884133
"CARLTON",0.741937344729377,0,-0.332315487884133
"CARVER",0.53062825106217,0,0.0958645715553609
"CARVER",2.56494935746154,0,0.0958645715553609
"CARVER",2.69462718077007,1,0.0958645715553609
"CARVER",1.56861591791385,1,0.0958645715553609
"CARVER",2.27212588550934,0,0.0958645715553609
"CARVER",-2.30258509299405,1,0.0958645715553609
"CASS",1.33500106673234,0,-0.608219806930943
"CASS",2.01490302054226,0,-0.608219806930943
"CASS",0.693147180559945,0,-0.608219806930943
"CASS",1.68639895357023,0,-0.608219806930943
"CASS",1.41098697371026,0,-0.608219806930943
"CHIPPEWA",2.05412373369555,0,0.273684562807927
"CHIPPEWA",0.405465108108164,0,0.273684562807927
"CHIPPEWA",2.31253542384721,0,0.273684562807927
"CHIPPEWA",2.2512917986065,0,0.273684562807927
"CHISAGO",-0.105360515657826,0,-0.735320087151157
"CHISAGO",1.50407739677627,0,-0.735320087151157
"CHISAGO",1.62924053973028,0,-0.735320087151157
"CHISAGO",0.78845736036427,0,-0.735320087151157
"CHISAGO",0.587786664902119,0,-0.735320087151157
"CHISAGO",2.10413415427021,0,-0.735320087151157
"CLAY",0,1,0.343781175420031
"CLAY",2.56494935746154,0,0.343781175420031
"CLAY",0.993251773010283,0,0.343781175420031
"CLAY",1.28093384546206,1,0.343781175420031
"CLAY",3.2846635654062,0,0.343781175420031
"CLAY",0.470003629245736,0,0.343781175420031
"CLAY",2.57261223020711,0,0.343781175420031
"CLAY",2.18605127673809,0,0.343781175420031
"CLAY",2.97552956623647,0,0.343781175420031
"CLAY",0.955511445027436,1,0.343781175420031
"CLAY",2.2082744135228,0,0.343781175420031
"CLAY",2.58021682959233,0,0.343781175420031
"CLAY",1.30833281965018,0,0.343781175420031
"CLAY",1.94591014905531,1,0.343781175420031
"CLEARWATER",1.58923520511658,1,-0.0598604138977053
"CLEARWATER",1.25276296849537,0,-0.0598604138977053
"CLEARWATER",0,1,-0.0598604138977053
"CLEARWATER",1.25276296849537,0,-0.0598604138977053
"COOK",1.02961941718116,0,-0.504995982525783
"COOK",0.405465108108164,0,-0.504995982525783
"COTTONWOOD",1.93152141160321,0,0.339560320720446
"COTTONWOOD",2.41591377830105,1,0.339560320720446
"COTTONWOOD",-2.30258509299405,1,0.339560320720446
"COTTONWOOD",0.955511445027436,1,0.339560320720446
"CROWWING",0.641853886172395,0,-0.633390700175141
"CROWWING",0.53062825106217,0,-0.633390700175141
"CROWWING",0.0953101798043249,1,-0.633390700175141
"CROWWING",0,0,-0.633390700175141
"CROWWING",1.09861228866811,0,-0.633390700175141
"CROWWING",1.50407739677627,0,-0.633390700175141
"CROWWING",0.470003629245736,0,-0.633390700175141
"CROWWING",1.43508452528932,0,-0.633390700175141
"CROWWING",0.955511445027436,1,-0.633390700175141
"CROWWING",1.91692261218206,1,-0.633390700175141
"CROWWING",1.48160454092422,0,-0.633390700175141
"CROWWING",1.7227665977411,0,-0.633390700175141
"DAKOTA",1.30833281965018,0,-0.0241451624685385
"DAKOTA",1.06471073699243,0,-0.0241451624685385
"DAKOTA",2.68784749378469,0,-0.0241451624685385
"DAKOTA",1.91692261218206,0,-0.0241451624685385
"DAKOTA",2.09186406167839,0,-0.0241451624685385
"DAKOTA",0.993251773010283,0,-0.0241451624685385
"DAKOTA",1.06471073699243,1,-0.0241451624685385
"DAKOTA",1.50407739677627,0,-0.0241451624685385
"DAKOTA",0.587786664902119,1,-0.0241451624685385
"DAKOTA",0.741937344729377,0,-0.0241451624685385
"DAKOTA",0.741937344729377,0,-0.0241451624685385
"DAKOTA",0.470003629245736,0,-0.0241451624685385
"DAKOTA",2.27212588550934,0,-0.0241451624685385
"DAKOTA",2.10413415427021,0,-0.0241451624685385
"DAKOTA",1.28093384546206,0,-0.0241451624685385
"DAKOTA",-0.105360515657826,1,-0.0241451624685385
"DAKOTA",1.64865862558738,0,-0.0241451624685385
"DAKOTA",1.19392246847243,0,-0.0241451624685385
"DAKOTA",2.3887627892351,0,-0.0241451624685385
"DAKOTA",2.11625551480255,0,-0.0241451624685385
"DAKOTA",1.85629799036563,0,-0.0241451624685385
"DAKOTA",1.58923520511658,0,-0.0241451624685385
"DAKOTA",1.80828877117927,0,-0.0241451624685385
"DAKOTA",0.182321556793955,0,-0.0241451624685385
"DAKOTA",2.17475172148416,0,-0.0241451624685385
"DAKOTA",2.18605127673809,0,-0.0241451624685385
"DAKOTA",1.93152141160321,0,-0.0241451624685385
"DAKOTA",0.8754687373539,0,-0.0241451624685385
"DAKOTA",0.53062825106217,0,-0.0241451624685385
"DAKOTA",1.06471073699243,0,-0.0241451624685385
"DAKOTA",1.88706964903238,0,-0.0241451624685385
"DAKOTA",0.587786664902119,0,-0.0241451624685385
"DAKOTA",1.54756250871601,0,-0.0241451624685385
"DAKOTA",1.22377543162212,0,-0.0241451624685385
"DAKOTA",1.50407739677627,0,-0.0241451624685385
"DAKOTA",3.05870707271538,0,-0.0241451624685385
"DAKOTA",2.21920348405499,0,-0.0241451624685385
"DAKOTA",0,0,-0.0241451624685385
"DAKOTA",1.6094379124341,0,-0.0241451624685385
"DAKOTA",1.62924053973028,0,-0.0241451624685385
"DAKOTA",0.182321556793955,0,-0.0241451624685385
"DAKOTA",2.04122032885964,0,-0.0241451624685385
"DAKOTA",1.70474809223843,0,-0.0241451624685385
"DAKOTA",1.30833281965018,0,-0.0241451624685385
"DAKOTA",1.6094379124341,0,-0.0241451624685385
"DAKOTA",1.56861591791385,0,-0.0241451624685385
"DAKOTA",0.405465108108164,0,-0.0241451624685385
"DAKOTA",1.25276296849537,0,-0.0241451624685385
"DAKOTA",1.45861502269952,0,-0.0241451624685385
"DAKOTA",0.955511445027436,0,-0.0241451624685385
"DAKOTA",0.405465108108164,0,-0.0241451624685385
"DAKOTA",0.405465108108164,0,-0.0241451624685385
"DAKOTA",0.693147180559945,0,-0.0241451624685385
"DAKOTA",1.58923520511658,0,-0.0241451624685385
"DAKOTA",0.405465108108164,1,-0.0241451624685385
"DAKOTA",1.3609765531356,0,-0.0241451624685385
"DAKOTA",2.18605127673809,0,-0.0241451624685385
"DAKOTA",1.48160454092422,0,-0.0241451624685385
"DAKOTA",1.50407739677627,0,-0.0241451624685385
"DAKOTA",1.52605630349505,0,-0.0241451624685385
"DAKOTA",0.832909122935104,0,-0.0241451624685385
"DAKOTA",-0.510825623765991,0,-0.0241451624685385
"DAKOTA",1.77495235091167,0,-0.0241451624685385
"DODGE",1.70474809223843,0,0.263855459775217
"DODGE",1.98787434815435,0,0.263855459775217
"DODGE",1.75785791755237,0,0.263855459775217
"DOUGLAS",2.01490302054226,0,0.155712316979839
"DOUGLAS",1.58923520511658,0,0.155712316979839
"DOUGLAS",1.93152141160321,0,0.155712316979839
"DOUGLAS",1.87180217690159,0,0.155712316979839
"DOUGLAS",1.33500106673234,1,0.155712316979839
"DOUGLAS",1.7227665977411,0,0.155712316979839
"DOUGLAS",2.06686275947298,0,0.155712316979839
"DOUGLAS",1.50407739677627,0,0.155712316979839
"DOUGLAS",1.02961941718116,0,0.155712316979839
"FARIBAULT",1.25276296849537,0,0.295025046707039
"FARIBAULT",1.45861502269952,0,0.295025046707039
"FARIBAULT",0.8754687373539,0,0.295025046707039
"FARIBAULT",0.336472236621213,1,0.295025046707039
"FARIBAULT",1.66770682055808,0,0.295025046707039
"FARIBAULT",-1.6094379124341,0,0.295025046707039
"FILLMORE",0.955511445027436,1,0.414913662927776
"FILLMORE",1.19392246847243,0,0.414913662927776
"FREEBORN",1.19392246847243,0,0.224206985667406
"FREEBORN",2.27212588550934,0,0.224206985667406
"FREEBORN",1.45861502269952,0,0.224206985667406
"FREEBORN",2.2082744135228,0,0.224206985667406
"FREEBORN",1.85629799036563,0,0.224206985667406
"FREEBORN",3.48737507790321,0,0.224206985667406
"FREEBORN",2.58776403522771,0,0.224206985667406
"FREEBORN",0.832909122935104,1,0.224206985667406
